user_id,exec_time,roll,max,result,judge
473663926538600448,2025-11-23 05:20:54.213085,1,6,6,0
473663926538600448,2025-11-23 05:21:00.297016,1,100,97,2
473663926538600448,2025-11-23 05:21:00.297016,1,100,2,1
